Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;Gls_90;Ast_90;G+A_90;G-PK_90;G+A-PK_90;Matches
1;Zakaria Aboukhlal;ma MAR;MF;Torino;26-094;2000;15;6;511;5.7;0;0;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;Matches
2;Francesco Acerbi;it ITA;DF;Inter;38-102;1988;18;15;1,378;15.3;0;1;1;0;0;0;3;0;0.00;0.07;0.07;0.00;0.07;Matches
3;Che Adams;sct SCO;FW;Torino;29-314;1996;32;19;1,858;20.6;5;2;7;5;0;0;0;0;0.24;0.10;0.34;0.24;0.34;Matches
4;Jayden Addai;nl NED;MF;Como;20-270;2005;12;7;686;7.6;3;0;3;3;0;0;4;0;0.39;0.00;0.39;0.39;0.39;Matches
5;Vasilije Adžić;me MNE;MF;Juventus;20-011;2006;10;1;171;1.9;1;0;1;1;0;0;0;0;0.53;0.00;0.53;0.53;0.53;Matches
6;Michel Aebischer;ch SUI;MF;Pisa;29-137;1997;34;32;2,832;31.5;1;1;2;1;0;0;8;0;0.03;0.03;0.06;0.03;0.06;Matches
7;Honest Ahanor;it ITA;DF;Atalanta;18-089;2008;22;15;1,377;15.3;0;0;0;0;0;0;2;1;0.00;0.00;0.00;0.00;0.00;Matches
8;Junior Ajayi;ci CIV;FW;Hellas Verona;21-224;2004;1;0;1;0.0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
9;Manuel Akanji;ch SUI;DF;Inter;30-308;1995;33;31;2,821;31.3;2;0;2;2;0;0;4;0;0.06;0.00;0.06;0.06;0.06;Matches
10;Ebenezer Akinsanmiro;ng NGA;MF;Pisa;21-179;2004;23;15;1,399;15.5;0;1;1;0;0;0;2;0;0.00;0.06;0.06;0.00;0.06;Matches
11;Jean-Daniel Akpa-Akpro;ci CIV;MF;Hellas Verona;33-224;1992;21;16;1,414;15.7;1;0;1;1;0;0;9;0;0.06;0.00;0.06;0.06;0.06;Matches
12;Al-Musrati;ly LBY;MF;Hellas Verona;30-047;1996;17;8;811;9.0;0;1;1;0;0;0;6;1;0.00;0.11;0.11;0.00;0.11;Matches
13;Agustín Albarracín;uy URU;FW;Cagliari;20-267;2005;2;0;33;0.4;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
14;Raúl Albiol;es ESP;DF;Pisa;40-261;1985;8;5;500;5.6;0;1;1;0;0;0;1;0;0.00;0.18;0.18;0.00;0.18;Matches
15;Pontus Almqvist;se SWE;MF;Parma;26-317;1999;12;4;438;4.9;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
16;Giuseppe Ambrosino;it ITA;FW;Napoli;22-255;2003;3;0;38;0.4;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
17;Amorim;br BRA;MF;Genoa;21-005;2005;10;5;484;5.4;0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
18;Nícolas Andrade;br BRA;GK;Pisa;38-041;1988;6;6;540;6.0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
19;Angeliño;es ESP;MF;Roma;29-139;1997;7;5;416;4.6;0;0;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
20;Samuele Angori;it ITA;MF;Pisa;22-228;2003;34;29;2,509;27.9;0;2;2;0;0;0;2;0;0.00;0.07;0.07;0.00;0.07;Matches
21;Faustino Anjorin;eng ENG;MF;Torino;24-181;2001;15;1;289;3.2;0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
22;Antonio Arena;it ITA;FW;Roma;17-102;2009;2;0;23;0.3;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
23;Juan Arizala;co COL;MF;Udinese;20-225;2005;10;1;191;2.1;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
24;Kristjan Asllani;al ALB;MF;Torino;24-075;2002;15;13;1,129;12.5;0;0;0;0;0;1;3;0;0.00;0.00;0.00;0.00;0.00;Matches
25;Zachary Athekame;ch SUI;MF,DF;Milan;21-161;2004;26;7;803;8.9;2;2;4;2;0;0;3;0;0.22;0.22;0.45;0.22;0.45;Matches
Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;Gls;Ast;G+A;G-PK;G+A-PK;Matches
26;Arthur Atta;fr FRA;MF;Udinese;23-129;2003;31;28;2,467;27.4;5;3;8;5;0;0;3;0;0.18;0.11;0.29;0.18;0.29;Matches
27;Emil Audero;id IDN;GK;Cremonese;29-125;1997;33;33;2,970;33.0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
28;Carlos Augusto;br BRA;MF,DF;Inter;27-136;1999;33;17;1,673;18.6;1;1;2;1;0;0;6;0;0.05;0.05;0.11;0.05;0.11;Matches
29;Yann Aurel Bisseck;de GER;DF;Inter;25-175;2000;22;20;1,832;20.4;3;1;4;3;0;0;2;0;0.15;0.05;0.20;0.15;0.20;Matches
30;Neil El Aynaoui;ma MAR;MF;Roma;24-325;2001;24;8;954;10.6;1;2;3;1;0;0;5;0;0.09;0.19;0.28;0.09;0.28;Matches
31;Leon Bailey;jm JAM;FW;Roma;28-287;1997;7;1;186;2.1;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
32;Mitchel Bakker;nl NED;DF,MF;Atalanta;25-337;2000;1;0;9;0.1;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
33;Darryl Bakola;fr FRA;MF;Sassuolo;18-174;2007;6;1;128;1.4;0;1;1;0;0;0;0;0;0.00;0.70;0.70;0.00;0.70;Matches
34;Luís Balbo;ve VEN;DF;Fiorentina;20-056;2006;6;1;212;2.4;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
35;Tommaso Baldanzi;it ITA;MF;Genoa;23-061;2003;8;5;399;4.4;0;2;2;0;0;0;0;0;0.00;0.45;0.45;0.00;0.45;Matches
36;Tommaso Baldanzi;it ITA;FW,MF;Roma;23-061;2003;10;3;386;4.3;1;0;1;1;0;0;2;0;0.23;0.00;0.23;0.23;0.23;Matches
37;Lameck Banda;zm ZAM;MF,FW;Lecce;25-114;2001;31;20;1,688;18.8;4;4;8;4;0;0;6;1;0.21;0.21;0.43;0.21;0.43;Matches
38;Tommaso Barbieri;it ITA;MF;Cremonese;23-270;2002;28;18;1,699;18.9;0;1;1;0;0;0;8;0;0.00;0.05;0.05;0.00;0.05;Matches
39;Nicolò Barella;it ITA;MF;Inter;29-105;1997;33;30;2,464;27.4;3;8;11;3;0;0;7;0;0.11;0.29;0.40;0.11;0.40;Matches
40;Davide Bartesaghi;it ITA;MF,DF;Milan;20-145;2005;30;26;2,351;26.1;2;0;2;2;0;0;3;0;0.08;0.00;0.08;0.08;0.08;Matches
41;Federico Baschirotto;it ITA;DF;Cremonese;29-245;1996;29;29;2,540;28.2;2;0;2;2;0;0;2;0;0.07;0.00;0.07;0.07;0.07;Matches
42;Toma Bašić;hr CRO;MF;Lazio;29-179;1996;22;22;1,645;18.3;2;3;5;2;0;0;0;1;0.11;0.16;0.27;0.11;0.27;Matches
43;Alessandro Bastoni;it ITA;DF;Inter;27-040;1999;28;28;2,239;24.9;1;4;5;1;0;0;6;0;0.04;0.16;0.20;0.04;0.20;Matches
44;Martin Baturina;hr CRO;MF,FW;Como;23-096;2003;28;16;1,487;16.5;6;3;9;6;0;0;0;0;0.36;0.18;0.54;0.36;0.54;Matches
45;Vakoun Bayo;ci CIV;FW;Udinese;29-133;1997;15;4;453;5.0;0;2;2;0;0;0;0;0;0.00;0.40;0.40;0.00;0.40;Matches
46;Tjaš Begić;si SVN;MF;Parma;22-327;2003;1;0;1;0.0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
47;Reda Belahyane;ma MAR;MF;Lazio;21-356;2004;12;4;519;5.8;0;1;1;0;0;0;1;1;0.00;0.17;0.17;0.00;0.17;Matches
48;Rafik Belghali;dz ALG;MF;Hellas Verona;23-350;2002;25;21;1,835;20.4;2;0;2;2;0;0;6;0;0.10;0.00;0.10;0.10;0.10;Matches
49;Armel Bella Kotchap;de GER;DF;Hellas Verona;24-163;2001;18;14;1,314;14.6;0;0;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;Matches
50;Raoul Bellanova;it ITA;MF;Atalanta;26-006;2000;24;15;1,377;15.3;0;1;1;0;0;0;2;0;0.00;0.07;0.07;0.00;0.07;Matches
Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;Gls;Ast;G+A;G-PK;G+A-PK;Matches
51;Andrea Belotti;it ITA;FW;Cagliari;32-154;1993;8;3;221;2.5;2;0;2;1;1;1;0;0;0.81;0.00;0.81;0.41;0.41;Matches
52;Adrian Benedyczak;pl POL;FW;Parma;25-180;2000;14;5;490;5.4;1;1;2;0;1;1;1;0;0.18;0.18;0.37;0.00;0.18;Matches
53;Domenico Berardi;it ITA;FW;Sassuolo;31-295;1994;25;23;1,868;20.8;8;4;12;6;2;3;2;1;0.39;0.19;0.58;0.29;0.48;Matches
54;Medon Berisha;al ALB;MF;Lecce;22-214;2003;13;12;871;9.7;2;3;5;2;0;0;0;0;0.21;0.31;0.52;0.21;0.52;Matches
55;Adrian Bernabe;es ESP;MF;Parma;24-362;2001;32;31;2,470;27.4;3;1;4;3;0;0;0;0;0.11;0.04;0.15;0.11;0.15;Matches
56;Federico Bernardeschi;it ITA;MF,FW;Bologna;32-096;1994;28;11;1,130;12.6;3;2;5;2;1;1;3;0;0.24;0.16;0.40;0.16;0.32;Matches
57;Lorenzo Bernasconi;it ITA;MF;Atalanta;22-188;2003;23;17;1,572;17.5;0;3;3;0;0;0;3;0;0.00;0.17;0.17;0.00;0.17;Matches
58;Antoine Bernede;fr FRA;MF;Hellas Verona;26-362;1999;32;29;2,301;25.6;1;2;3;1;0;0;2;0;0.04;0.08;0.12;0.04;0.12;Matches
59;Nicolò Bertola;it ITA;DF,MF;Udinese;23-061;2003;27;18;1,731;19.2;0;1;1;0;0;0;3;0;0.00;0.05;0.05;0.00;0.05;Matches
60;Sam Beukema;nl NED;DF;Napoli;27-187;1998;24;18;1,681;18.7;2;0;2;2;0;0;2;0;0.11;0.00;0.11;0.11;0.11;Matches
61;Matteo Bianchetti;it ITA;DF;Cremonese;33-067;1993;26;24;2,102;23.4;0;2;2;0;0;0;3;0;0.00;0.09;0.09;0.00;0.09;Matches
62;Justin Bijlow;nl NED;GK;Genoa;28-121;1998;16;16;1,395;15.5;0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
63;Cristiano Biraghi;it ITA;MF,DF;Torino;33-264;1992;14;5;517;5.7;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
64;Jeremie Boga;ci CIV;MF,FW;Juventus;29-140;1997;14;5;602;6.7;4;0;4;4;0;0;1;0;0.60;0.00;0.60;0.60;0.60;Matches
65;Daniel Boloca;ro ROU;MF;Sassuolo;27-152;1998;2;2;135;1.5;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
66;Federico Bonazzoli;it ITA;FW;Cremonese;29-002;1997;34;30;2,426;27.0;9;1;10;7;2;2;4;0;0.33;0.04;0.37;0.26;0.30;Matches
67;Warren Bondo;fr FRA;MF;Cremonese;22-250;2003;27;22;1,762;19.6;0;0;0;0;0;0;5;0;0.00;0.00;0.00;0.00;0.00;Matches
68;Giovanni Bonfanti;it ITA;DF,MF;Pisa;23-126;2003;9;6;494;5.5;0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
69;Ange-Yoan Bonny;fr FRA;FW;Inter;22-210;2003;32;10;1,105;12.3;5;4;9;5;0;0;1;0;0.41;0.33;0.73;0.41;0.73;Matches
70;Gennaro Borrelli;it ITA;FW;Cagliari;26-074;2000;26;12;1,202;13.4;4;1;5;4;0;0;4;0;0.30;0.07;0.37;0.30;0.37;Matches
71;Kieron Bowie;sct SCO;FW;Hellas Verona;23-244;2002;13;13;1,110;12.3;4;0;4;4;0;0;1;0;0.32;0.00;0.32;0.32;0.32;Matches
72;Rosen Bozhinov;bg BUL;DF;Pisa;21-120;2005;8;7;520;5.8;0;0;0;0;0;0;3;1;0.00;0.00;0.00;0.00;0.00;Matches
73;Domagoj Bradarić;hr CRO;MF;Hellas Verona;26-164;1999;28;23;1,945;21.6;0;1;1;0;0;0;2;0;0.00;0.05;0.05;0.00;0.05;Matches
74;Riccardo Braschi;it ITA;FW;Fiorentina;19-272;2006;2;1;105;1.2;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
75;Iker Bravo;es ESP;FW;Udinese;21-130;2005;8;3;206;2.3;1;0;1;1;0;0;1;0;0.44;0.00;0.44;0.44;0.44;Matches
Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;Gls;Ast;G+A;G-PK;G+A-PK;Matches
76;Gleison Bremer;br BRA;DF;Juventus;29-066;1997;26;25;2,171;24.1;4;3;7;4;0;0;5;0;0.17;0.12;0.29;0.17;0.29;Matches
77;Marco Brescianini;it ITA;MF;Fiorentina;26-123;2000;17;10;862;9.6;1;1;2;1;0;0;1;0;0.10;0.10;0.21;0.10;0.21;Matches
78;Marco Brescianini;it ITA;MF;Atalanta;26-123;2000;9;0;182;2.0;1;0;1;1;0;0;1;0;0.49;0.00;0.49;0.49;0.49;Matches
79;Sascha Britschgi;ch SUI;MF,DF;Parma;19-269;2006;28;21;2,024;22.5;0;2;2;0;0;0;6;1;0.00;0.09;0.09;0.00;0.09;Matches
80;Louis Buffon;cz CZE;FW;Pisa;18-146;2007;4;0;32;0.4;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
81;Adam Buksa;pl POL;FW;Udinese;29-315;1996;24;6;890;9.9;3;0;3;3;0;0;2;0;0.30;0.00;0.30;0.30;0.30;Matches
82;Alessandro Buongiorno;it ITA;DF;Napoli;26-351;1999;33;28;2,521;28.0;0;1;1;0;0;0;3;0;0.00;0.04;0.04;0.00;0.04;Matches
83;Jean Butez;fr FRA;GK;Como;30-349;1995;37;37;3,330;37.0;0;1;1;0;0;0;3;0;0.00;0.03;0.03;0.00;0.03;Matches
84;Arturo Calabresi;it ITA;DF;Pisa;30-067;1996;25;16;1,438;16.0;0;0;0;0;0;0;8;0;0.00;0.00;0.00;0.00;0.00;Matches
85;Hakan Çalhanoğlu;tr TUR;MF;Inter;32-104;1994;22;20;1,639;18.2;9;4;13;5;4;5;7;0;0.49;0.22;0.71;0.27;0.49;Matches
86;Abdoulaye Camara;fr FRA;MF;Udinese;17-237;2008;1;0;12;0.1;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
87;Francesco Camarda;it ITA;FW;Lecce;18-074;2008;21;7;687;7.6;1;0;1;1;0;1;1;0;0.13;0.00;0.13;0.13;0.13;Matches
88;Nicolò Cambiaghi;it ITA;MF,FW;Bologna;25-146;2000;28;17;1,518;16.9;3;4;7;3;0;0;3;1;0.18;0.24;0.42;0.18;0.42;Matches
89;Andrea Cambiaso;it ITA;MF,DF;Juventus;26-092;2000;35;34;2,707;30.1;3;4;7;3;0;0;3;1;0.10;0.13;0.23;0.10;0.23;Matches
90;Matteo Cancellieri;it ITA;FW,MF;Lazio;24-100;2002;29;20;1,655;18.4;4;2;6;4;0;0;6;0;0.22;0.11;0.33;0.22;0.33;Matches
91;Fali Candé;gw GNB;DF;Sassuolo;28-119;1998;12;5;509;5.7;0;0;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
92;Simone Canestrelli;it ITA;DF;Pisa;25-254;2000;36;35;3,111;34.6;1;0;1;1;0;0;4;0;0.03;0.00;0.03;0.03;0.03;Matches
93;Elia Caprile;it ITA;GK;Cagliari;24-271;2001;37;37;3,330;37.0;0;0;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
94;Maxence Caqueret;fr FRA;MF;Como;26-097;2000;29;17;1,458;16.2;2;5;7;2;0;0;3;0;0.12;0.31;0.43;0.12;0.43;Matches
95;Antonio Caracciolo;it ITA;DF;Pisa;35-327;1990;35;34;3,073;34.1;2;0;2;2;0;0;10;0;0.06;0.00;0.06;0.06;0.06;Matches
96;Franco Carboni;it ITA;MF;Parma;23-049;2003;6;1;99;1.1;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
97;Valentin Carboni;ar ARG;MF;Genoa;21-079;2005;12;3;359;4.0;0;0;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
98;Diego Carlos;br BRA;DF;Como;33-069;1993;27;21;1,949;21.7;1;0;1;1;0;0;8;0;0.05;0.00;0.05;0.05;0.05;Matches
99;Marco Carnesecchi;it ITA;GK;Atalanta;25-326;2000;37;37;3,330;37.0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
100;Cesare Casadei;it ITA;MF;Torino;23-133;2003;32;19;1,952;21.7;5;0;5;5;0;0;5;0;0.23;0.00;0.23;0.23;0.23;Matches
Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;Gls;Ast;G+A;G-PK;G+A-PK;Matches
101;Nicolò Casale;it ITA;DF;Bologna;28-098;1998;12;8;678;7.5;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
102;Valentín Castellanos;ar ARG;FW;Lazio;27-232;1998;11;8;692;7.7;2;3;5;2;0;0;2;0;0.26;0.39;0.65;0.26;0.65;Matches
103;Santiago Castro;ar ARG;FW;Bologna;21-247;2004;34;25;2,269;25.2;7;2;9;7;0;0;3;0;0.28;0.08;0.36;0.28;0.36;Matches
104;Danilo Cataldi;it ITA;MF;Lazio;31-290;1994;27;24;1,985;22.1;3;3;6;1;2;2;6;0;0.14;0.14;0.27;0.05;0.18;Matches
105;Nicolò Cavuoti;it ITA;MF;Cagliari;23-049;2003;4;0;44;0.5;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
106;Federico Ceccherini;it ITA;DF;Cremonese;34-012;1992;9;6;476;5.3;0;1;1;0;0;0;1;1;0.00;0.19;0.19;0.00;0.19;Matches
107;Zeki Çelik;tr TUR;MF,DF;Roma;29-095;1997;33;31;2,633;29.3;1;2;3;1;0;0;2;1;0.03;0.07;0.10;0.03;0.10;Matches
108;Fallou Cham;gm GAM;MF;Hellas Verona;20-098;2006;6;3;228;2.5;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
109;Walid Cheddira;ma MAR;FW;Sassuolo;28-121;1998;16;1;221;2.5;1;0;1;1;0;0;1;0;0.41;0.00;0.41;0.41;0.41;Matches
110;Walid Cheddira;ma MAR;FW;Lecce;28-121;1998;16;10;921;10.2;3;1;4;3;0;0;2;0;0.29;0.10;0.39;0.29;0.39;Matches
111;Oliver Christensen;dk DEN;GK;Fiorentina;27-062;1999;1;1;86;1.0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
112;Samuel Chukwueze;ng NGA;FW,MF;Milan;27-001;1999;1;0;26;0.3;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
113;Alessandro Circati;au AUS;DF;Parma;22-225;2003;30;30;2,574;28.6;1;0;1;1;0;0;6;0;0.03;0.00;0.03;0.03;0.03;Matches
114;Saúl Coco;gq EQG;DF;Torino;27-103;1999;34;34;2,998;33.3;1;1;2;1;0;0;3;0;0.03;0.03;0.06;0.03;0.06;Matches
115;Michele Collocolo;it ITA;MF;Cremonese;26-196;1999;7;5;317;3.5;0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
116;Lorenzo Colombo;it ITA;FW;Genoa;24-076;2002;37;29;2,236;24.8;7;1;8;6;1;2;2;0;0.28;0.04;0.32;0.24;0.28;Matches
117;Pietro Comuzzo;it ITA;DF;Fiorentina;21-092;2005;27;18;1,696;18.8;1;0;1;1;0;0;2;0;0.05;0.00;0.05;0.05;0.05;Matches
118;Francisco Conceição;pt POR;MF,FW;Juventus;23-160;2002;30;26;2,009;22.3;3;4;7;3;0;0;3;0;0.13;0.18;0.31;0.13;0.31;Matches
119;Francesco Coppola;it ITA;DF;Pisa;21-042;2005;7;5;458;5.1;0;0;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;Matches
120;Maxwel Cornet;ci CIV;MF;Genoa;29-238;1996;8;1;118;1.3;0;0;0;0;0;1;0;0;0.00;0.00;0.00;0.00;0.00;Matches
121;Edoardo Corvi;it ITA;GK;Parma;25-061;2001;16;16;1,440;16.0;0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
122;Lassana Coulibaly;ml MLI;MF;Lecce;30-043;1996;32;30;2,599;28.9;3;1;4;3;0;0;4;0;0.10;0.03;0.14;0.10;0.14;Matches
123;Woyo Coulibaly;ml MLI;DF;Sassuolo;26-362;1999;19;8;964;10.7;0;0;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
124;Ben Cremaschi;us USA;MF;Parma;21-082;2005;8;2;132;1.5;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
125;Bryan Cristante;it ITA;MF;Roma;31-081;1995;36;35;3,004;33.4;2;1;3;2;0;0;6;0;0.06;0.03;0.09;0.06;0.09;Matches
Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;Gls;Ast;G+A;G-PK;G+A-PK;Matches
126;Juan Cuadrado;co COL;MF;Pisa;37-362;1988;18;2;486;5.4;1;0;1;0;1;1;3;0;0.19;0.00;0.19;0.00;0.00;Matches
127;Patrick Cutrone;it ITA;FW;Parma;28-140;1998;15;11;888;9.9;1;0;1;1;0;0;0;0;0.10;0.00;0.10;0.10;0.10;Matches
128;Lucas Da Cunha;fr FRA;MF;Como;24-348;2001;35;30;2,649;29.4;4;4;8;1;3;3;4;0;0.14;0.14;0.27;0.03;0.17;Matches
129;Thijs Dallinga;nl NED;FW;Bologna;25-293;2000;22;9;808;9.0;2;2;4;2;0;0;2;0;0.22;0.22;0.45;0.22;0.45;Matches
130;Matteo Darmian;it ITA;MF,DF;Inter;36-172;1989;6;2;248;2.8;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
131;Juan David Cabal;co COL;MF;Juventus;25-135;2001;12;2;296;3.3;2;0;2;2;0;0;1;0;0.61;0.00;0.61;0.61;0.61;Matches
132;Jonathan David;ca CAN;FW;Juventus;26-129;2000;34;20;1,752;19.5;6;4;10;6;0;1;0;0;0.31;0.21;0.51;0.31;0.51;Matches
133;Keinan Davis;eng ENG;FW;Udinese;28-099;1998;29;26;1,986;22.1;10;4;14;6;4;4;5;0;0.45;0.18;0.63;0.27;0.45;Matches
134;Kevin De Bruyne;be BEL;MF;Napoli;34-329;1991;17;13;1,084;12.0;5;1;6;2;3;3;1;0;0.42;0.08;0.50;0.17;0.25;Matches
135;Charles De Ketelaere;be BEL;MF,FW;Atalanta;25-074;2001;31;26;2,177;24.2;3;5;8;3;0;0;4;0;0.12;0.21;0.33;0.12;0.33;Matches
136;Manuel De Luca;it ITA;FW;Cremonese;27-310;1998;2;0;16;0.2;1;0;1;0;1;1;0;0;5.63;0.00;5.63;0.00;0.00;Matches
137;Lorenzo De Silvestri;it ITA;DF;Bologna;38-000;1988;11;5;426;4.7;0;0;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
138;Koni De Winter;be BEL;DF;Milan;23-345;2002;26;19;1,800;20.0;1;1;2;1;0;0;1;0;0.05;0.05;0.10;0.05;0.10;Matches
139;Alessandro Deiola;it ITA;MF,DF;Cagliari;30-295;1995;19;16;1,357;15.1;0;2;2;0;0;0;3;0;0.00;0.13;0.13;0.00;0.13;Matches
140;Fisayo Dele-Bashiru;ng NGA;MF;Lazio;25-106;2001;23;10;1,106;12.3;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
141;Enrico Delprato;it ITA;DF,MF;Parma;26-194;1999;35;34;2,951;32.8;2;0;2;2;0;0;5;0;0.06;0.00;0.06;0.06;0.06;Matches
142;Ali Dembélé;fr FRA;DF;Torino;22-138;2004;2;0;21;0.2;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
143;Daniel Denoon;ch SUI;DF;Pisa;22-115;2004;2;2;122;1.4;0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
144;Raffaele Di Gennaro;it ITA;GK;Inter;32-232;1993;1;0;10;0.1;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
145;Michele Di Gregorio;it ITA;GK;Juventus;28-300;1997;30;29;2,655;29.5;0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
146;Giovanni Di Lorenzo;it ITA;DF,MF;Napoli;32-292;1993;25;25;2,186;24.3;2;1;3;2;0;0;1;0;0.08;0.04;0.12;0.08;0.12;Matches
147;Alessandro Di Pardo;it ITA;DF,MF;Cagliari;26-309;1999;3;0;54;0.6;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
148;Boulaye Dia;sn SEN;FW,MF;Lazio;29-188;1996;26;14;1,223;13.6;1;2;3;1;0;0;1;0;0.07;0.15;0.22;0.07;0.22;Matches
149;Assane Diao;sn SEN;MF;Como;20-258;2005;16;12;993;11.0;2;1;3;2;0;0;2;0;0.18;0.09;0.27;0.18;0.27;Matches
150;Federico Dimarco;it ITA;MF;Inter;28-194;1997;34;29;2,645;29.4;6;16;22;6;0;0;3;0;0.20;0.54;0.75;0.20;0.75;Matches
Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;Gls;Ast;G+A;G-PK;G+A-PK;Matches
151;Andy Diouf;fr FRA;MF;Inter;23-006;2003;18;3;403;4.5;0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
152;Berat Djimsiti;al ALB;DF;Atalanta;33-093;1993;34;29;2,525;28.1;0;0;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;Matches
153;Dodô;br BRA;DF,MF;Fiorentina;27-187;1998;36;36;3,134;34.8;1;2;3;1;0;0;7;0;0.03;0.06;0.09;0.03;0.09;Matches
154;Josh Doig;sct SCO;DF;Sassuolo;24-005;2002;30;22;1,917;21.3;0;0;0;0;0;0;5;0;0.00;0.00;0.00;0.00;0.00;Matches
155;Benjamín Domínguez;ar ARG;MF;Bologna;22-246;2003;15;6;547;6.1;0;3;3;0;0;0;1;0;0.00;0.49;0.49;0.00;0.49;Matches
156;Alberto Dossena;it ITA;DF;Cagliari;27-222;1998;11;9;830;9.2;0;1;1;0;0;0;5;0;0.00;0.11;0.11;0.00;0.11;Matches
157;Mamedi Doucouré;fr FRA;DF;Genoa;19-124;2007;1;0;9;0.1;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
158;Anastasios Douvikas;gr GRE;FW;Como;26-294;1999;37;24;2,191;24.3;13;1;14;12;1;1;0;0;0.53;0.04;0.58;0.49;0.53;Matches
